Is Complete?,Name,Email,Company Name,Provider Type,Category,Hero Image,Hero File Name,Membership Tier,Logo Image,Logo File Name,Street,City,State,Zip,Phone,Website,Description,Lat,Lng,National
yes,,dramy@opalinstitute.com,Opal,Psychological,- Mental / Dementia,,mental dementia.jpeg,,,,1977 NW Overton St suite A,Portland,OR,97209,(503) 308-4251,http://opalinstitute.com/,"OPAL Institute staff are delighted to collaborate across disciplines and offices to promote healthy living, good medical care, and quality of life for her clients. OPAL Institute staff also collaborate with numerous professionals including neurologists, primary care physicians, psychologists, nurse practitioners, social workers, nursing staff, direct care workers, physical/ speech/ occupational/ recreational therapists, and so on. This type of collaboration allows for optimal teamwork and coordination of care. Dr. Amy is on staff with Providence Hospital System, working within the Providence Brain and Spine Institute – Cognitive Assessment Clinic.",47.25516,-122.44207,
yes,,invalid@markweinmeister.com,Mark Weinmeister,Pyschologist,- Mental / Dementia,,mental dementia.jpeg,,,,"1220 SW Morrison St., Suite 525",Portland,OR,97205,(971) 258-0467,http://markweinmeister.com/,"I am a Licensed Clinical Social Worker providing psychotherapy and clinical supervision in Portland, Oregon. For more than 19 years, I have been working with individuals and families facing unpleasant, difficult, and sometimes life-threatening challenges. It’s been my goal to sooth my clients’ emotional distress, help to clarify personal goals, and to nurture positive growth and desired change.
 
 In 2000, I earned a Master of Social Work degree from Portland State University and since I have worked in a variety of clinical settings including secure psychiatric care, in-patient medical social work, home hospice care, out-patient oncology and palliative care, clinical social work supervision, and program development and coordination. I’ve also had the privilege of serving as an instructor at Portland State University School of Social Work.
 
 I am licensed to practice in the State of Oregon by the Board of Licensed Social Workers. I am a member of the Association of Oncology Social Work and in 2005, I completed the necessary requirements to become a Certified Oncology Social Worker. I am also a member of the American Association of Sexuality Educators, Counselors and Educators (AASECT) and the National Association of Social Workers (NASW), and I subscribe to the NASW Code of Ethics.",47.710355,-122.242395,
yes,,info@cascadiabhc.org,Cascadia,Pyschologist,- Mental / Dementia,,mental dementia.jpeg,,,,"4212 SE Division St., Suite 100",Portland,OR,97206,503-988-4888,https://cascadiabhc.org/,"Cascadia Behavioral Healthcare delivers whole health care – integrated mental health and addiction services, primary care, and housing – to promote hope and support the well-being of the communities we serve. We envision a community where everyone benefits from whole health care, experiences well-being, and has a self-directed, connected life.
 
For more than 35 years, Cascadia has been the community health and housing safety net provider for Oregonians of all ages experiencing mental health and addiction challenges, trauma, poverty, and homelessness.",45.3742852,-122.8385022,
yes,,dquick@teleport.com,Western Psychological Counseling Services,Pyschologist,- Mental / Dementia,,mental dementia.jpeg,,,,PO Box 82819,Portland,OR,97282,(503) 939-0350,https://www.westernpsych.com/,"Western Psychological and Counseling Services, PC (Western) was established in 1986 to provide quality outpatient mental health, substance use, and EAP services in an effective and efficient manner",41.0260336,-73.7196625,
yes,,drgovan@integrativenw.com,Integrative NW,Pyschologist,- Mental / Dementia,,mental dementia.jpeg,,,,"​​12540 SW 68TH AVENUE, SUITE B",Portland,OR,97223​​,503-575-1317,https://www.integrativenw.com/,"Whether life is going well, or you are struggling to feel well, therapy could be a helpful and powerful tool in moving forward. Finding the right therapist, however, could be overwhelming. With investments of energy, time, and money, it is important to select a therapist with whom you feel comfortable—someone that ""gets"" you and in whom you have trust and confidence.
 
 I enjoy helping adults and couples understand their barriers and strengths to help them meet their goals in the various aspects of their lives, such as relationships, work, school, and health. I specialize in helping to manage and overcome self-defeating behaviors, relationship problems, depression, anxiety, and ADHD. Another specialty is chronic medical issues including insomnia (CBT-I) and pain.
 
 I believe health and happiness come through living in moderation. We must also acknowledge our positive, strong, and humorous traits. This belief system is the cornerstone of my approach, moderative psychotherapy. Many clients describe my ""style"" as ""honest,"" ""real,"" being a ""straight-shooter,"" and interactive. I would be happy to speak with you to see how I could help and whether my specialties, approach, and style are a good fit.",32.8271587,-96.9703656,
yes,,ekenny@jenningsmccall.com,Jennnings McCall,Retirement (55+) Communities,- Living Transitions,,livingtransitions.jpeg,,,,2300 Masonic Way,Forest Grove,OR,97116,(503) 357-4133,http://www.jenningsmccall.com/,"Jennings McCall Continuing Retirement Community was established in 1922 and funded by the Masonic Grand Lodge of Oregon. Now it serves Masons and Eastern Star members of Oregon as well as the public. It is founded on the Masonic principles of brotherly love, truth, and charity.
 At the core of our business is a strong commitment to provide an exceptional, loving, and considerate environment for our residents who come to us for peace of mind, comfort, security, and a stimulating social environment. Providing a gracious and exciting living experience to our residents is our passion. As you explore this website you will discover the many options that truly make Jennings McCall Senior Living You Design!
 Thank you for your interest in Jennings McCall where we encourage each resident to enjoy each day their own way!",45.5332555,-122.5533217,
yes,,media@radiantseniorliving.com,Farmington Square,Retirement (55+) Communities,- Living Transitions,,livingtransitions.jpeg,,,,1655 NE 18th Street,Gresham,OR,97030,971-274-0104,https://www.farmingtonsquare-gresham.com/,"Here you'll find everything you need to enjoy the lifestyle you're looking for. We pride ourselves in being a service-rich community, addressing your needs for comfort and security, while respecting your desire to enjoy a carefree, independent way of life. When you choose to live at Farmington Square you are making the move to a community of choice. We believe in providing opportunities to help provide an enriched and lively quality of life. Enjoy a healthy living life enrichment program, variety of community amenities, and delicious dining choices when you make the move to Farmington Square in Gresham, Oregon.",45.5284514,-122.8134317,
yes,,tflores@countrysideliving.com,Country Side Living,Senior Care,- Care Communities,,CareCommunities.jpeg,,,,"390 NW 2nd Ave, , OR",Canby,OR,97013,(503) 266-3031,https://countrysideliving.com/,"For Mr. Berkey, CSL is the realization of a dream that began to grow when he was a young boy, mowing the lawn for his neighbor Mrs. Quimby. Years later Mrs. Quimby was moved into a local nursing home he would go there to visit her, and it was his experiences with the people living in the nursing home that made him want to build a more personal retirement home with an inviting family atmosphere. Mr. Berkey was able to achieve that goal of personable, supportive care within the atmosphere he envisioned, with the opening of CSL’s Canby facility in August of 1999. country side living canby oregon, respite care, alzheimers careThe historic town of Canby, Oregon which is centrally located in the Willamette Valley, between Portland and Salem, was chosen as the main location for CSL. With its small-town feel, and nickname of “Oregon’s Garden Spot”, Canby’s parks and outdoor attractions allow the residents of CSL to enjoy the out-of-doors on many of their group events. The central location of CSL also allows for events in the surrounding communities, providing them with interesting and beautiful locales to enjoy.",44.9073657,-123.0627365,
yes,,polly@urbanexcursionspdx.com,Urban Excursions,Senior Centers,- Support Groups,,SupportGroups.jpeg,,,,10814 NE Halsey,Portland,OR,97220,(503) 664-3484,https://urbanexcursionspdx.com/,"We offer door-to-door social outings for seniors, accommodating varying levels of age-related mobility and cognition. These senior activities help older loved ones get out of the house and into the world! By providing group activities for older adults, Urban Excursions has created a partnership between our caring staff, your loved one and you. Please explore packages, outings and how to get started using the tabs above!",45.5322623,-122.8810685,
yes,,tcrandall@companionlifeservices.com,Companion Life Services,Senior Centers,- Support Groups,,SupportGroups.jpeg,,,,10175 SW Barbur Blvd Suite 206B,Portland,OR,97219,503-498-8800,https://www.companionlifeservices.com/,"We are a Companion Service that is helping seniors and those with special needs by providing constant supervision when in public and outside of the home. We act as your eyes and ears, so tell us how our companion can best assist on both fun and medical outings. We wait, we comfort, we keep safe and entertain while we take notes for you to stay informed. 
 
We are not a per mile business, we include the first 50 miles for all outings and most outings are under $100. There is a 2 hour minimum and we have day trips and overnight travel options too. Veterans are charged at a discounted rate. Please call us with any questions.",45.4378524,-122.7669438,
yes,,manager@westcoastselfstoragelakeoswego.com,West Coast Self- Storage Lake Oswego,Storage Facilities,- Living Transitions,,livingtransitions.jpeg,,,,5650 Rosewood St.,Lake Oswego,OR,97035,503.636.5050,https://www.westcoastselfstorage.com/self-storage/oregon/storage-lake-oswego,"West Coast Self-Storage is proud to bring a brand-new storage unit facility to Lake Oswego. You can find us at the corner of Rosewood Street and Lower Boones Ferry Road, south of Pilkington Road. That’s just a half mile east of I-5. Our address is 5650 Rosewood St.  Our team of experienced storage professionals understand how difficult moving can be and we’re here to help make your Lake Oswego self-storage and moving days easier. Whether you’re looking for a short-term storage rental or you need a longer-term business storage solution we have flexible options for everyone and a large selection of unit sizes to choose from. If you’re a Tualatin storage user we invite you to check us out before making your next decision about a storage solution.",45.5081016,-122.7468493,
yes,,manager@westcoastselfstoragelakeoswego.com,Public Storage,Storage Facilities,- Living Transitions,,livingtransitions.jpeg,,,,5650 Rosewood St.,Lake Oswego,OR,97035,503.636.5050,https://www.westcoastselfstorage.com/self-storage/oregon/storage-lake-oswego,"West Coast Self-Storage is proud to bring a brand-new storage unit facility to Lake Oswego. You can find us at the corner of Rosewood Street and Lower Boones Ferry Road, south of Pilkington Road. That’s just a half mile east of I-5. Our address is 5650 Rosewood St.

Our team of experienced storage professionals understand how difficult moving can be and we’re here to help make your Lake Oswego self-storage and moving days easier. Whether you’re looking for a short-term storage rental or you need a longer-term business storage solution we have flexible options for everyone and a large selection of unit sizes to choose from. If you’re a Tualatin storage user we invite you to check us out before making your next decision about a storage solution.",45.4747258,-122.6519397,
yes,,nwsscanyon@nwselfstorage.com,Northwest Self Storage,Storage Facilities,- Living Transitions,,livingtransitions.jpeg,,,,9065 SW Canyon Road,Portland,OR,97225,503 894 7728,https://www.nwselfstorage.com/self-storage-locations/oregon/portland-or-storage-units/9065-SW-Canyon-Road/,"At Northwest Self Storage on Canyon Road in Portland, we are dedicated to providing you the best in self storage. At this brand new state-of-the-art facility we offer heated units, undercover drive up access, digital security monitoring and an onsite manager. Our professional management team will be happy to assist you with your storage needs. Whether you are moving into a new home, going away to college, or just cleaning your garage, Northwest Self Storage is here to help you.

Our West Slope location on Canyon road offers convenient storage options to both our Portland and Beaverton clientele. In fact, we’re right on the way home! We strive to make your storage experience as easy and satisfying as possible. Let us know how we can help you today!",45.5340627,-122.6903371,
yes,,info@storquest.com,Storquest Self Storage,Storage Facilities,- Living Transitions,,livingtransitions.jpeg,,,,4322 SW Beaverton Hillsdale Hwy,Portland,OR,97221,971-252-2514,https://www.storquest.com/self-storage/or/portland/1408/,"At StorQuest we’re here to tackle any storage situation. Whether you’re getting ready for that long awaited trip overseas or are about to start remodeling your home, you’re going to need a place you can trust to take good care of your belongings. With our convenient location on SW Beaverton Hillsdale Highway and access 7 days a week, you can quickly swing by whenever you need access to your stuff. StorQuest has everything you need for an outside-the-box storage experience.",45.3481603,-122.8107893,
yes,,extraspace@incontactemail.com,Extra Space Storage,Storage Facilities,- Living Transitions,,livingtransitions.jpeg,,,,"2795 East Cottonwood Parkway, Suite 300",Salt Lake City,UT,84121,(888) 586-9658,https://www.extraspace.com/storage/facilities/us/oregon/portland/1000001026/,"Extra Space Storage is the second largest operator of self-storage facilities in the U.S. Since we were founded in 1977, we have taken the storage industry by storm. In the last 5 years, we added 4.6 billion dollars in new acquisitions to our national portfolio.
 
 The cornerstone of Extra Space Storage is successful partnerships with our stakeholders, partners, investors and customers. Our goals are driven by a passionate, dedicated workforce that thrives on innovation.",45.4630497,-122.6464275,
yes,,info@caregiver.org,Family Care Giver Alliance,Training Groups,- Education and Training,,education.jpeg,,,,"101 Montgomery Street, Suite 2150",San Francisco,CA,94104,800-445-8106,https://www.caregiver.org/,"The mission of Family Caregiver Alliance (FCA) is to improve the quality of life for family caregivers and the people who receive their care. For over 40 years, FCA has provided services to family caregivers of adults with physical and cognitive impairments, such as Parkinson’s, stroke, Alzheimer’s and other types of dementia. Our services include assessment, care planning, direct care skills, wellness programs, respite services, and legal/financial consultation vouchers. Ongoing support is available with FCA, also now on a digital service platform. FCA is a longtime advocate for caregivers in the areas of policy, health and social system development, research, and public awareness, on the state, national and international levels.

The services, education programs, and resources from FCA are designed with caregivers’ needs in mind and offer support, tailored information, and tools to manage the complex demands of caregiving.",45.4522142,-122.7262034,
yes,,info@oregoncarepartners.com,Oregon Care Partners,Training Groups,- Education and Training,,education.jpeg,,,,11740 SW 68th Pkwy #250,Portland,OR,97223,800-930-6851,https://oregoncarepartners.com/,"Oregon Care Partners is a free, high-quality education resource. We help family and professional caregivers build the knowledge and skills needed to improve the quality of life of older adults and people living with Alzheimer’s in Oregon. Our in-person and online classes create state-wide access to quality training on a wide variety of common caregiving topics, including:
 - Caring for someone with Alzheimer’s and other related dementias
 - Safe medication management to improve health outcomes and quality of life for aging Oregonians
 -  Specialized training for public safety workers on Alzheimer’s and other related dementias
 
Established in 2014, Oregon Care Partners is part of a broad scale caregiver training initiative, funded by the state of Oregon, and designed to provide consistent, standardized, evidence-based caregiver training which is currently not available to all caregiver segments or areas of the state. The growing aging population and those with disabilities has emphasized the overwhelming need for a well-trained workforce and the development of additional community resources for both professional and family caregivers.

Oregon Care Partners offers training in collaboration with many statewide long-term care and non-profit organizations who share a vision and concern for the quality of life and care of aging Oregonians. The goal of the Initiative is to help caregivers understand how to best manage the care, services and support for the people they care for and improve the quality of life for aging Oregonians through improved access to high-quality, free education.

\",43.65542,-79.37826,
yes,,cao@co.washington.or.us,Washington County Family Caregivers,Training Groups,- Education and Training,,education.jpeg,,,,155 N First Ave,Hillsboro,OR,97124,(503) 846-8611,https://www.co.washington.or.us/,"Washington County, Oregon, has a mission to provide excellent and cost-effective services that support healthy, peaceful, safe and sustainable communities, and encourage meaningful participation in community activities and county governance.",40.7206127,-73.9845193,
yes,,info@awloutdoors.org,Adventures without Limits,Vacation Services,- Out and About,,outandabout.jpeg,,,,1341 Pacific Ave.,Forest Grove,OR,97116,503.359.2568,https://awloutdoors.org/home,"Adventures Without Limits provides access to outdoor adventure to all people, regardless of their ability level, socio-economic status, gender, ethnicity or age.",45.517795,-122.5543507,
yes,,contact@roadscholar.org,Road Scholar,Vacation Services,- Out and About,,outandabout.jpeg,,,,11 Avenue de Lafayette,Boston,MA,2111,978-323-4141,https://www.roadscholar.org/,"Not-for-profit Road Scholar is the world’s largest and most innovative creator of experiential learning opportunities. We have guided generations of lifelong learners on transformative learning adventures from San Francisco to Siberia, and nearly everywhere in between.
 We are a diverse community of knowledge seekers and explorers, united in the belief that lifelong learning is a vital part of overall wellbeing. We believe in living life to the fullest at every age — by experiencing the world, and not just looking at it. By meeting new people, touching history where it happened and delving deep into the cultures and landscapes we explore.
 Alongside renowned experts, our participants experience in-depth and behind-the-scenes learning opportunities by land and by sea on travel adventures designed for boomers and beyond.
 The breadth and depth of our offerings is unsurpassed.
 Road Scholar is proud to offer 5,500 learning adventures in 150 countries and all 50 states, serving more than 100,000 participants per year. At any given time, 2,000 Road Scholars are experiencing the world on our learning adventures.
 We welcome you to join them.",42.37151,-122.85942,
yes,,info@butterfield.com,Butterfield and Robinson,Vacation Services,- Out and About,,outandabout.jpeg,,,,"70 Bond Street, 3rd Floor",Toronto,ON,M5B 1X3,1.866.551.9090,https://www.butterfield.com/,"We pour our artistry into every journey we create, immersing travellers in the very best the region has to offer. Want to venture off-Google and off-menu? Stick with us, and we’ll astonish you at every turn.",45.516558,-122.6815391,
yes,,adventure@eldertreks.com,Elder Treks,Vacation Services,- Out and About,,outandabout.jpeg,,,,23 Clinton St.,Toronto,ON,M6J 2N9,(800) 741-7956,https://www.eldertreks.com/,"Eldertreks is the world's first adventure travel company designed exclusively for people 50 and over. Established in 1987, ElderTreks offers active, off-the-beaten-path, small-group adventures by both land and sea in over 100 countries. ElderTreks offers wildlife and tribal African safaris, active hiking trips to the Rockies, Himalayas and Andes, expeditions by icebreakers to the Arctic and Antarctic and cultural journeys throughout Asia, South America and much of the world. We invite you to browse through our website, request a catalogue or give us a call. A real person will always answer during business hours. We hope you can join ElderTreks on one of our small group adventures for travelers 50 plus.",45.4682223,-122.7099031,
